id,product_id,company_id,contract_period,rental_fee,benefit
5277,1870,4,36개월,"64,900","420,000"
5278,1870,4,48개월,"50,900","439,000"
5279,1870,4,60개월,"42,900","463,000"
5280,1871,7,36개월,"75,900","226,000"
5281,1871,7,48개월,"62,900","234,000"
5282,1871,7,60개월,"53,900","241,000"
5283,1872,7,36개월,"25,900","77,000"
5284,1872,7,48개월,"21,900","81,000"
5285,1872,7,60개월,"19,900","89,000"
5286,1873,7,36개월,"30,900","92,000"
5287,1873,7,48개월,"25,900","96,000"
5288,1873,7,60개월,"22,900","102,000"
5289,1874,7,36개월,"52,900","158,000"
5290,1874,7,48개월,"43,900","163,000"
5291,1874,7,60개월,"37,900","169,000"
5292,1875,5,36개월,"24,500","129,000"
5293,1875,5,48개월,"19,500","137,000"
5294,1875,5,60개월,"16,500","145,000"
5295,1876,7,36개월,"154,900","462,000"
5296,1876,7,48개월,"127,900","477,000"
5297,1876,7,60개월,"108,900","488,000"
5298,1877,7,36개월,"44,900","134,000"
5299,1877,7,48개월,"37,900","141,000"
5300,1877,7,60개월,"32,900","147,000"
5301,1878,7,36개월,"118,900","495,000"
5302,1878,7,48개월,"98,900","515,000"
5303,1878,7,60개월,"85,900","536,000"
5304,1879,4,36개월,"104,900","679,000"
5305,1879,4,48개월,"81,900","707,000"
5306,1879,4,60개월,"68,900","744,000"
5307,1880,4,36개월,"84,900","550,000"
5308,1880,4,48개월,"66,900","578,000"
5309,1880,4,60개월,"55,900","603,000"
5310,1880,5,36개월,"79,500","421,000"
5311,1880,5,48개월,"63,500","448,000"
5312,1880,5,60개월,"54,500","481,000"
5313,1880,6,36개월,"90,500","373,000"
5314,1880,6,48개월,"72,400","398,000"
5315,1880,6,60개월,"62,200","427,000"
5316,1881,7,36개월,"59,900","179,000"
5317,1881,7,48개월,"49,900","186,000"
5318,1881,7,60개월,"42,900","192,000"
5319,1882,3,36개월,"41,900","160,000"
5320,1882,3,48개월,"32,900","167,000"
5321,1882,3,60개월,"27,900","178,000"
5322,1882,5,36개월,"38,500","203,000"
5323,1882,5,48개월,"30,500","215,000"
5324,1882,5,60개월,"26,500","234,000"
5325,1883,5,36개월,"150,500","797,000"
5326,1883,5,48개월,"120,500","851,000"
5327,1883,5,60개월,"102,500","905,000"
5328,1883,3,36개월,"162,900","623,000"
5329,1883,3,48개월,"128,900","658,000"
5330,1883,3,60개월,"106,900","682,000"
5331,1883,2,36개월,"203,500","947,000"
5332,1883,2,48개월,"160,900","915,000"
5333,1883,2,60개월,"136,000","879,000"
5334,1884,5,36개월,"25,000","132,000"
5335,1884,5,48개월,"20,000","141,000"
5336,1884,5,60개월,"17,000","150,000"
5337,1884,3,36개월,"25,900","99,000"
5338,1884,3,48개월,"19,900","101,000"
5339,1884,3,60개월,"16,900","107,000"
5340,1885,3,36개월,"24,900","95,000"
5341,1885,3,48개월,"19,500","99,000"
5342,1885,3,60개월,"15,900","101,000"
5343,-1,1,36개월,"105,900","468,000"
5344,-1,1,48개월,"83,700","495,000"
5345,-1,1,60개월,"70,300","513,000"
5346,-1,7,60개월,"57,900","361,000"
5347,1888,7,36개월,"30,900","92,000"
5348,1888,7,48개월,"25,900","96,000"
5349,1888,7,60개월,"22,900","102,000"
5350,1889,7,36개월,"35,900","107,000"
5351,1889,7,48개월,"30,900","115,000"
5352,1889,7,60개월,"26,900","120,000"
5353,1890,7,36개월,"75,900","226,000"
5354,1890,7,48개월,"62,900","234,000"
5355,1890,7,60개월,"53,900","241,000"
5356,1891,7,36개월,"104,900","313,000"
5357,1891,7,48개월,"86,900","324,000"
5358,1891,7,60개월,"73,900","331,000"
5359,1892,7,36개월,"96,900","289,000"
5360,1892,7,48개월,"79,900","298,000"
5361,1892,7,60개월,"67,900","304,000"
5362,1893,3,36개월,"58,900","225,000"
5363,1893,3,48개월,"46,500","237,000"
5364,1893,3,60개월,"38,500","245,000"
5365,1893,5,36개월,"52,500","278,000"
5366,1893,5,48개월,"41,500","292,000"
5367,1893,5,60개월,"35,500","313,000"
5368,1893,6,36개월,"67,400","238,000"
5369,1893,6,48개월,"55,700","262,000"
5370,1893,6,60개월,"48,500","285,000"
5371,1894,5,36개월,"52,500","278,000"
5372,1894,5,48개월,"41,500","292,000"
5373,1894,5,60개월,"35,500","313,000"
5374,1894,6,36개월,"62,600","221,000"
5375,1894,6,48개월,"49,800","234,000"
5376,1894,6,60개월,"42,900","252,000"
5377,1894,3,36개월,"58,900","225,000"
5378,1894,3,48개월,"46,500","237,000"
5379,1894,3,60개월,"38,500","245,000"
5380,1895,6,36개월,"48,600","171,000"
5381,1895,6,48개월,"40,100","188,000"
5382,1895,6,60개월,"35,000","206,000"
5383,1895,2,36개월,"45,400","197,000"
5384,1895,2,48개월,"35,800","190,000"
5385,1895,2,60개월,"30,300","182,000"
5386,1895,3,36개월,"46,500","178,000"
5387,1895,3,48개월,"36,900","188,000"
5388,1895,3,60개월,"30,900","197,000"
5389,1895,4,36개월,"55,900","362,000"
5390,1895,4,48개월,"43,900","379,000"
5391,1895,4,60개월,"35,900","387,000"
5392,1895,5,36개월,"40,500","214,000"
5393,1895,5,48개월,"32,500","229,000"
5394,1895,5,60개월,"27,500","243,000"
5395,1896,6,36개월,"31,500","92,000"
5396,1896,6,48개월,"25,600","100,000"
5397,1896,6,60개월,"21,900","107,000"
5398,1896,5,36개월,"26,500","139,000"
5399,1896,5,48개월,"21,500","151,000"
5400,1896,5,60개월,"18,500","162,000"
5401,1896,3,36개월,"27,500","105,000"
5402,1896,3,48개월,"21,900","111,000"
5403,1896,3,60개월,"18,500","118,000"
5404,1897,5,36개월,"25,500","135,000"
5405,1897,5,48개월,"20,500","144,000"
5406,1897,5,60개월,"17,500","154,000"
5407,1897,3,36개월,"26,900","103,000"
5408,1897,3,48개월,"21,500","109,000"
5409,1897,3,60개월,"17,900","114,000"
5410,1897,6,36개월,"31,500","92,000"
5411,1897,6,48개월,"25,600","100,000"
5412,1897,6,60개월,"21,900","107,000"
5413,1898,2,36개월,"93,900","245,000"
5414,1898,2,48개월,"74,300","230,000"
5415,1898,2,60개월,"62,800","213,000"
5416,1898,6,36개월,"93,700","386,000"
5417,1898,6,48개월,"71,300","392,000"
5418,1898,6,60개월,"58,800","404,000"
5419,1899,4,36개월,"93,900","608,000"
5420,1899,4,48개월,"73,900","638,000"
5421,1899,4,60개월,"61,900","668,000"
5422,1899,6,36개월,"93,700","386,000"
5423,1899,6,48개월,"71,300","392,000"
5424,1899,6,60개월,"58,800","404,000"
5425,1900,2,36개월,"56,600","113,000"
5426,1900,2,48개월,"44,800","103,000"
5427,1900,2,60개월,"37,900","93,000"
5428,1900,6,36개월,"61,100","251,000"
5429,1900,6,48개월,"47,700","262,000"
5430,1900,6,60개월,"39,500","271,000"
5431,1901,6,36개월,"26,900","79,000"
5432,1901,6,48개월,"21,500","84,000"
5433,1901,6,60개월,"20,600","101,000"
5434,1901,3,36개월,"28,900","110,000"
5435,1901,3,48개월,"22,900","116,000"
5436,1901,3,60개월,"18,900","120,000"
5437,1901,5,36개월,"25,500","135,000"
5438,1901,5,48개월,"20,500","144,000"
5439,1901,5,60개월,"17,500","154,000"
5440,1902,4,36개월,"15,900","103,000"
5441,1902,4,48개월,"12,200","105,000"
5442,1902,4,60개월,"9,900","106,000"
5443,1902,3,36개월,"14,900","57,000"
5444,1902,3,48개월,"11,900","60,000"
5445,1902,3,60개월,"9,900","63,000"
5446,1903,1,36개월,"102,100","540,000"
5447,1903,1,48개월,"81,100","576,000"
5448,1903,1,60개월,"68,500","603,000"
5449,1903,5,36개월,"96,000","509,000"
5450,1903,5,48개월,"77,000","544,000"
5451,1903,5,60개월,"65,500","579,000"
5452,1903,3,36개월,"99,900","382,000"
5453,1903,3,48개월,"76,900","392,000"
5454,1903,3,60개월,"65,500","418,000"
5455,1903,4,36개월,"162,900","1,055,000"
5456,1903,4,48개월,"125,900","1,087,000"
5457,1903,4,60개월,"103,900","1,122,000"
5458,1904,4,36개월,"162,900","1,055,000"
5459,1904,4,48개월,"125,900","1,087,000"
5460,1904,4,60개월,"103,900","1,122,000"
5461,1904,1,36개월,"102,100","540,000"
5462,1904,1,48개월,"81,100","576,000"
5463,1904,1,60개월,"68,500","603,000"
5464,1904,5,36개월,"96,000","509,000"
5465,1904,5,48개월,"77,000","544,000"
5466,1904,5,60개월,"65,500","579,000"
5467,1904,3,36개월,"99,900","382,000"
5468,1904,3,48개월,"76,900","392,000"
5469,1904,3,60개월,"65,500","418,000"
5470,1905,5,36개월,"96,000","509,000"
5471,1905,5,48개월,"77,000","544,000"
5472,1905,5,60개월,"65,500","579,000"
5473,1905,3,36개월,"99,900","382,000"
5474,1905,3,48개월,"76,900","392,000"
5475,1905,3,60개월,"65,500","418,000"
5476,1905,4,36개월,"162,900","1,055,000"
5477,1905,4,48개월,"125,900","1,087,000"
5478,1905,4,60개월,"103,900","1,122,000"
5479,1905,1,36개월,"102,100","540,000"
5480,1905,1,48개월,"81,100","576,000"
5481,1905,1,60개월,"68,500","603,000"
5482,1906,5,36개월,"57,000","302,000"
5483,1906,5,48개월,"45,500","322,000"
5484,1906,5,60개월,"38,500","340,000"
5485,1906,2,36개월,"66,900","407,000"
5486,1906,2,48개월,"52,900","393,000"
5487,1906,2,60개월,"44,700","378,000"
5488,1906,3,36개월,"58,900","225,000"
5489,1906,3,48개월,"46,900","239,000"
5490,1906,3,60개월,"38,500","245,000"
5491,1906,4,36개월,"64,900","420,000"
5492,1906,4,48개월,"50,900","439,000"
5493,1906,4,60개월,"42,900","463,000"
5494,1906,1,36개월,"59,200","315,000"
5495,1906,1,48개월,"47,000","333,000"
5496,1906,1,60개월,"39,700","351,000"
5497,1907,3,36개월,"54,900","210,000"
5498,1907,3,48개월,"42,900","219,000"
5499,1907,3,60개월,"36,500","232,000"
5500,1907,4,36개월,"61,900","401,000"
5501,1907,4,48개월,"48,900","422,000"
5502,1907,4,60개월,"40,900","441,000"
5503,1907,1,36개월,"56,000","297,000"
5504,1907,1,48개월,"44,400","315,000"
5505,1907,1,60개월,"37,500","333,000"
5506,1907,5,36개월,"54,000","286,000"
5507,1907,5,48개월,"43,000","304,000"
5508,1907,5,60개월,"36,500","323,000"
5509,1908,5,36개월,"29,000","120,000"
5510,1908,5,48개월,"23,000","126,000"
5511,1908,5,60개월,"20,000","137,000"
5512,1908,3,36개월,"28,900","110,000"
5513,1908,3,48개월,"22,900","116,000"
5514,1908,3,60개월,"19,500","124,000"
5515,1908,1,36개월,"27,900","126,000"
5516,1908,1,48개월,"21,900","126,000"
5517,1908,1,60개월,"18,500","135,000"
5518,1909,5,36개월,"26,000","108,000"
5519,1909,5,48개월,"21,000","116,000"
5520,1909,5,60개월,"18,000","124,000"
5521,1909,1,36개월,"24,500","108,000"
5522,1909,1,48개월,"19,500","117,000"
5523,1909,1,60개월,"16,500","126,000"
5524,1865,3,36개월,"46,900","179,000"
5525,1865,3,48개월,"36,900","188,000"
5526,1865,3,60개월,"30,900","197,000"
5527,1865,1,36개월,"45,900","207,000"
5528,1865,1,48개월,"35,900","207,000"
5529,1865,1,60개월,"29,900","216,000"
5530,1865,5,36개월,"46,000","189,000"
5531,1865,5,48개월,"36,000","198,000"
5532,1865,5,60개월,"31,000","213,000"
5533,1866,4,36개월,"81,900","530,000"
5534,1866,4,48개월,"63,900","552,000"
5535,1866,4,60개월,"53,900","582,000"
5536,1866,6,36개월,"80,900","238,000"
5537,1866,6,48개월,"66,900","262,000"
5538,1866,6,60개월,"58,300","286,000"
5539,1866,2,36개월,"77,600","202,000"
5540,1866,2,48개월,"61,300","190,000"
5541,1866,2,60개월,"51,900","176,000"
5542,1867,7,36개월,"33,900","101,000"
5543,1867,7,48개월,"28,900","107,000"
5544,1867,7,60개월,"24,900","111,000"
5545,1868,5,36개월,"18,500","97,000"
5546,1868,5,48개월,"14,500","102,000"
5547,1868,5,60개월,"12,500","110,000"
5548,1868,3,36개월,"17,500","67,000"
5549,1868,3,48개월,"13,900","70,000"
5550,1868,3,60개월,"11,900","75,000"
5551,1869,3,36개월,"72,500","277,000"
5552,1869,3,48개월,"55,900","285,000"
5553,1869,3,60개월,"47,500","303,000"
5554,1869,1,36개월,"83,000","441,000"
5555,1869,1,48개월,"65,900","468,000"
5556,1869,1,60개월,"55,700","495,000"
5557,1869,5,36개월,"70,500","373,000"
5558,1869,5,48개월,"56,500","400,000"
5559,1869,5,60개월,"48,000","424,000"
5560,1870,1,36개월,"56,000","297,000"
5561,1870,1,48개월,"44,400","315,000"
5562,1870,1,60개월,"37,500","333,000"
5563,1870,5,36개월,"54,000","286,000"
5564,1870,5,48개월,"43,000","304,000"
5565,1870,5,60개월,"37,000","327,000"
5566,1870,3,36개월,"55,500","212,000"
5567,1870,3,48개월,"43,900","224,000"
5568,1870,3,60개월,"36,900","235,000"
5569,1870,4,36개월,"64,900","420,000"
5570,1870,4,48개월,"50,900","439,000"
5571,1870,4,60개월,"42,900","463,000"
5572,1871,7,36개월,"75,900","226,000"
5573,1871,7,48개월,"62,900","234,000"
5574,1871,7,60개월,"53,900","241,000"
5575,1872,7,36개월,"25,900","77,000"
5576,1872,7,48개월,"21,900","81,000"
5577,1872,7,60개월,"19,900","89,000"
5578,1873,7,36개월,"30,900","92,000"
5579,1873,7,48개월,"25,900","96,000"
5580,1873,7,60개월,"22,900","102,000"
5581,1874,7,36개월,"52,900","158,000"
5582,1874,7,48개월,"43,900","163,000"
5583,1874,7,60개월,"37,900","169,000"
5584,1875,5,36개월,"24,500","129,000"
5585,1875,5,48개월,"19,500","137,000"
5586,1875,5,60개월,"16,500","145,000"
5587,1876,7,36개월,"154,900","462,000"
5588,1876,7,48개월,"127,900","477,000"
5589,1876,7,60개월,"108,900","488,000"
5590,1877,7,36개월,"44,900","134,000"
5591,1877,7,48개월,"37,900","141,000"
5592,1877,7,60개월,"32,900","147,000"
5593,1878,7,36개월,"118,900","495,000"
5594,1878,7,48개월,"98,900","515,000"
5595,1878,7,60개월,"85,900","536,000"
5596,1879,4,36개월,"104,900","679,000"
5597,1879,4,48개월,"81,900","707,000"
5598,1879,4,60개월,"68,900","744,000"
5599,1880,4,36개월,"84,900","550,000"
5600,1880,4,48개월,"66,900","578,000"
5601,1880,4,60개월,"55,900","603,000"
5602,1880,5,36개월,"79,500","421,000"
5603,1880,5,48개월,"63,500","448,000"
5604,1880,5,60개월,"54,500","481,000"
5605,1880,6,36개월,"90,500","373,000"
5606,1880,6,48개월,"72,400","398,000"
5607,1880,6,60개월,"62,200","427,000"
5608,1881,7,36개월,"59,900","179,000"
5609,1881,7,48개월,"49,900","186,000"
5610,1881,7,60개월,"42,900","192,000"
5611,1882,3,36개월,"41,900","160,000"
5612,1882,3,48개월,"32,900","167,000"
5613,1882,3,60개월,"27,900","178,000"
5614,1882,5,36개월,"38,500","203,000"
5615,1882,5,48개월,"30,500","215,000"
5616,1882,5,60개월,"26,500","234,000"
5617,1883,5,36개월,"150,500","797,000"
5618,1883,5,48개월,"120,500","851,000"
5619,1883,5,60개월,"102,500","905,000"
5620,1883,3,36개월,"162,900","623,000"
5621,1883,3,48개월,"128,900","658,000"
5622,1883,3,60개월,"106,900","682,000"
5623,1883,2,36개월,"203,500","947,000"
5624,1883,2,48개월,"160,900","915,000"
5625,1883,2,60개월,"136,000","879,000"
5626,1884,5,36개월,"25,000","132,000"
5627,1884,5,48개월,"20,000","141,000"
5628,1884,5,60개월,"17,000","150,000"
5629,1884,3,36개월,"25,900","99,000"
5630,1884,3,48개월,"19,900","101,000"
5631,1884,3,60개월,"16,900","107,000"
5632,1885,3,36개월,"24,900","95,000"
5633,1885,3,48개월,"19,500","99,000"
5634,1885,3,60개월,"15,900","101,000"
5635,-1,1,36개월,"105,900","468,000"
5636,-1,1,48개월,"83,700","495,000"
5637,-1,1,60개월,"70,300","513,000"
5638,-1,7,60개월,"57,900","361,000"
5639,1888,7,36개월,"30,900","92,000"
5640,1888,7,48개월,"25,900","96,000"
5641,1888,7,60개월,"22,900","102,000"
5642,1889,7,36개월,"35,900","107,000"
5643,1889,7,48개월,"30,900","115,000"
5644,1889,7,60개월,"26,900","120,000"
5645,1890,7,36개월,"75,900","226,000"
5646,1890,7,48개월,"62,900","234,000"
5647,1890,7,60개월,"53,900","241,000"
5648,1891,7,36개월,"104,900","313,000"
5649,1891,7,48개월,"86,900","324,000"
5650,1891,7,60개월,"73,900","331,000"
5651,1892,7,36개월,"96,900","289,000"
5652,1892,7,48개월,"79,900","298,000"
5653,1892,7,60개월,"67,900","304,000"
5654,1893,3,36개월,"58,900","225,000"
5655,1893,3,48개월,"46,500","237,000"
5656,1893,3,60개월,"38,500","245,000"
5657,1893,5,36개월,"52,500","278,000"
5658,1893,5,48개월,"41,500","292,000"
5659,1893,5,60개월,"35,500","313,000"
5660,1893,6,36개월,"67,400","238,000"
5661,1893,6,48개월,"55,700","262,000"
5662,1893,6,60개월,"48,500","285,000"
5663,1894,5,36개월,"52,500","278,000"
5664,1894,5,48개월,"41,500","292,000"
5665,1894,5,60개월,"35,500","313,000"
5666,1894,6,36개월,"62,600","221,000"
5667,1894,6,48개월,"49,800","234,000"
5668,1894,6,60개월,"42,900","252,000"
5669,1894,3,36개월,"58,900","225,000"
5670,1894,3,48개월,"46,500","237,000"
5671,1894,3,60개월,"38,500","245,000"
5672,1895,6,36개월,"48,600","171,000"
5673,1895,6,48개월,"40,100","188,000"
5674,1895,6,60개월,"35,000","206,000"
5675,1895,2,36개월,"45,400","197,000"
5676,1895,2,48개월,"35,800","190,000"
5677,1895,2,60개월,"30,300","182,000"
5678,1895,3,36개월,"46,500","178,000"
5679,1895,3,48개월,"36,900","188,000"
5680,1895,3,60개월,"30,900","197,000"
5681,1895,4,36개월,"55,900","362,000"
5682,1895,4,48개월,"43,900","379,000"
5683,1895,4,60개월,"35,900","387,000"
5684,1895,5,36개월,"40,500","214,000"
5685,1895,5,48개월,"32,500","229,000"
5686,1895,5,60개월,"27,500","243,000"
5687,1896,6,36개월,"31,500","92,000"
5688,1896,6,48개월,"25,600","100,000"
5689,1896,6,60개월,"21,900","107,000"
5690,1896,5,36개월,"26,500","139,000"
5691,1896,5,48개월,"21,500","151,000"
5692,1896,5,60개월,"18,500","162,000"
5693,1896,3,36개월,"27,500","105,000"
5694,1896,3,48개월,"21,900","111,000"
5695,1896,3,60개월,"18,500","118,000"
5696,1897,5,36개월,"25,500","135,000"
5697,1897,5,48개월,"20,500","144,000"
5698,1897,5,60개월,"17,500","154,000"
5699,1897,3,36개월,"26,900","103,000"
5700,1897,3,48개월,"21,500","109,000"
5701,1897,3,60개월,"17,900","114,000"
5702,1897,6,36개월,"31,500","92,000"
5703,1897,6,48개월,"25,600","100,000"
5704,1897,6,60개월,"21,900","107,000"
5705,1898,2,36개월,"93,900","245,000"
5706,1898,2,48개월,"74,300","230,000"
5707,1898,2,60개월,"62,800","213,000"
5708,1898,6,36개월,"93,700","386,000"
5709,1898,6,48개월,"71,300","392,000"
5710,1898,6,60개월,"58,800","404,000"
5711,1899,4,36개월,"93,900","608,000"
5712,1899,4,48개월,"73,900","638,000"
5713,1899,4,60개월,"61,900","668,000"
5714,1899,6,36개월,"93,700","386,000"
5715,1899,6,48개월,"71,300","392,000"
5716,1899,6,60개월,"58,800","404,000"
5717,1900,2,36개월,"56,600","113,000"
5718,1900,2,48개월,"44,800","103,000"
5719,1900,2,60개월,"37,900","93,000"
5720,1900,6,36개월,"61,100","251,000"
5721,1900,6,48개월,"47,700","262,000"
5722,1900,6,60개월,"39,500","271,000"
5723,1901,6,36개월,"26,900","79,000"
5724,1901,6,48개월,"21,500","84,000"
5725,1901,6,60개월,"20,600","101,000"
5726,1901,3,36개월,"28,900","110,000"
5727,1901,3,48개월,"22,900","116,000"
5728,1901,3,60개월,"18,900","120,000"
5729,1901,5,36개월,"25,500","135,000"
5730,1901,5,48개월,"20,500","144,000"
5731,1901,5,60개월,"17,500","154,000"
5732,1902,4,36개월,"15,900","103,000"
5733,1902,4,48개월,"12,200","105,000"
5734,1902,4,60개월,"9,900","106,000"
5735,1902,3,36개월,"14,900","57,000"
5736,1902,3,48개월,"11,900","60,000"
5737,1902,3,60개월,"9,900","63,000"
5738,1903,1,36개월,"102,100","540,000"
5739,1903,1,48개월,"81,100","576,000"
5740,1903,1,60개월,"68,500","603,000"
5741,1903,5,36개월,"96,000","509,000"
5742,1903,5,48개월,"77,000","544,000"
5743,1903,5,60개월,"65,500","579,000"
5744,1903,3,36개월,"99,900","382,000"
5745,1903,3,48개월,"76,900","392,000"
5746,1903,3,60개월,"65,500","418,000"
5747,1903,4,36개월,"162,900","1,055,000"
5748,1903,4,48개월,"125,900","1,087,000"
5749,1903,4,60개월,"103,900","1,122,000"
5750,1904,4,36개월,"162,900","1,055,000"
5751,1904,4,48개월,"125,900","1,087,000"
5752,1904,4,60개월,"103,900","1,122,000"
5753,1904,1,36개월,"102,100","540,000"
5754,1904,1,48개월,"81,100","576,000"
5755,1904,1,60개월,"68,500","603,000"
5756,1904,5,36개월,"96,000","509,000"
5757,1904,5,48개월,"77,000","544,000"
5758,1904,5,60개월,"65,500","579,000"
5759,1904,3,36개월,"99,900","382,000"
5760,1904,3,48개월,"76,900","392,000"
5761,1904,3,60개월,"65,500","418,000"
5762,1905,5,36개월,"96,000","509,000"
5763,1905,5,48개월,"77,000","544,000"
5764,1905,5,60개월,"65,500","579,000"
5765,1905,3,36개월,"99,900","382,000"
5766,1905,3,48개월,"76,900","392,000"
5767,1905,3,60개월,"65,500","418,000"
5768,1905,4,36개월,"162,900","1,055,000"
5769,1905,4,48개월,"125,900","1,087,000"
5770,1905,4,60개월,"103,900","1,122,000"
5771,1905,1,36개월,"102,100","540,000"
5772,1905,1,48개월,"81,100","576,000"
5773,1905,1,60개월,"68,500","603,000"
5774,1906,5,36개월,"57,000","302,000"
5775,1906,5,48개월,"45,500","322,000"
5776,1906,5,60개월,"38,500","340,000"
5777,1906,2,36개월,"66,900","407,000"
5778,1906,2,48개월,"52,900","393,000"
5779,1906,2,60개월,"44,700","378,000"
5780,1906,3,36개월,"58,900","225,000"
5781,1906,3,48개월,"46,900","239,000"
5782,1906,3,60개월,"38,500","245,000"
5783,1906,4,36개월,"64,900","420,000"
5784,1906,4,48개월,"50,900","439,000"
5785,1906,4,60개월,"42,900","463,000"
5786,1906,1,36개월,"59,200","315,000"
5787,1906,1,48개월,"47,000","333,000"
5788,1906,1,60개월,"39,700","351,000"
5789,1907,3,36개월,"54,900","210,000"
5790,1907,3,48개월,"42,900","219,000"
5791,1907,3,60개월,"36,500","232,000"
5792,1907,4,36개월,"61,900","401,000"
5793,1907,4,48개월,"48,900","422,000"
5794,1907,4,60개월,"40,900","441,000"
5795,1907,1,36개월,"56,000","297,000"
5796,1907,1,48개월,"44,400","315,000"
5797,1907,1,60개월,"37,500","333,000"
5798,1907,5,36개월,"54,000","286,000"
5799,1907,5,48개월,"43,000","304,000"
5800,1907,5,60개월,"36,500","323,000"
5801,1908,5,36개월,"29,000","120,000"
5802,1908,5,48개월,"23,000","126,000"
5803,1908,5,60개월,"20,000","137,000"
5804,1908,3,36개월,"28,900","110,000"
5805,1908,3,48개월,"22,900","116,000"
5806,1908,3,60개월,"19,500","124,000"
5807,1908,1,36개월,"27,900","126,000"
5808,1908,1,48개월,"21,900","126,000"
5809,1908,1,60개월,"18,500","135,000"
5810,1909,5,36개월,"26,000","108,000"
5811,1909,5,48개월,"21,000","116,000"
5812,1909,5,60개월,"18,000","124,000"
5813,1909,1,36개월,"24,500","108,000"
5814,1909,1,48개월,"19,500","117,000"
5815,1909,1,60개월,"16,500","126,000"
5816,1865,3,36개월,"46,900","179,000"
5817,1865,3,48개월,"36,900","188,000"
5818,1865,3,60개월,"30,900","197,000"
5819,1865,1,36개월,"45,900","207,000"
5820,1865,1,48개월,"35,900","207,000"
5821,1865,1,60개월,"29,900","216,000"
5822,1865,5,36개월,"46,000","189,000"
5823,1865,5,48개월,"36,000","198,000"
5824,1865,5,60개월,"31,000","213,000"
5825,1866,4,36개월,"81,900","530,000"
5826,1866,4,48개월,"63,900","552,000"
5827,1866,4,60개월,"53,900","582,000"
5828,1866,6,36개월,"80,900","238,000"
5829,1866,6,48개월,"66,900","262,000"
5830,1866,6,60개월,"58,300","286,000"
5831,1866,2,36개월,"77,600","202,000"
5832,1866,2,48개월,"61,300","190,000"
5833,1866,2,60개월,"51,900","176,000"
5834,1867,7,36개월,"33,900","101,000"
5835,1867,7,48개월,"28,900","107,000"
5836,1867,7,60개월,"24,900","111,000"
5837,1868,5,36개월,"18,500","97,000"
5838,1868,5,48개월,"14,500","102,000"
5839,1868,5,60개월,"12,500","110,000"
5840,1868,3,36개월,"17,500","67,000"
5841,1868,3,48개월,"13,900","70,000"
5842,1868,3,60개월,"11,900","75,000"
5843,1869,3,36개월,"72,500","277,000"
5844,1869,3,48개월,"55,900","285,000"
5845,1869,3,60개월,"47,500","303,000"
5846,1869,1,36개월,"83,000","441,000"
5847,1869,1,48개월,"65,900","468,000"
5848,1869,1,60개월,"55,700","495,000"
5849,1869,5,36개월,"70,500","373,000"
5850,1869,5,48개월,"56,500","400,000"
5851,1869,5,60개월,"48,000","424,000"
5852,1870,1,36개월,"56,000","297,000"
5853,1870,1,48개월,"44,400","315,000"
5854,1870,1,60개월,"37,500","333,000"
5855,1870,5,36개월,"54,000","286,000"
5856,1870,5,48개월,"43,000","304,000"
5857,1870,5,60개월,"37,000","327,000"
5858,1870,3,36개월,"55,500","212,000"
5859,1870,3,48개월,"43,900","224,000"
5860,1870,3,60개월,"36,900","235,000"
5861,1870,4,36개월,"64,900","420,000"
5862,1870,4,48개월,"50,900","439,000"
5863,1870,4,60개월,"42,900","463,000"
5864,1871,7,36개월,"75,900","226,000"
5865,1871,7,48개월,"62,900","234,000"
5866,1871,7,60개월,"53,900","241,000"
5867,1872,7,36개월,"25,900","77,000"
5868,1872,7,48개월,"21,900","81,000"
5869,1872,7,60개월,"19,900","89,000"
5870,1873,7,36개월,"30,900","92,000"
5871,1873,7,48개월,"25,900","96,000"
5872,1873,7,60개월,"22,900","102,000"
5873,1874,7,36개월,"52,900","158,000"
5874,1874,7,48개월,"43,900","163,000"
5875,1874,7,60개월,"37,900","169,000"
5876,1875,5,36개월,"24,500","129,000"
5877,1875,5,48개월,"19,500","137,000"
5878,1875,5,60개월,"16,500","145,000"
5879,1876,7,36개월,"154,900","462,000"
5880,1876,7,48개월,"127,900","477,000"
5881,1876,7,60개월,"108,900","488,000"
5882,1877,7,36개월,"44,900","134,000"
5883,1877,7,48개월,"37,900","141,000"
5884,1877,7,60개월,"32,900","147,000"
5885,1878,7,36개월,"118,900","495,000"
5886,1878,7,48개월,"98,900","515,000"
5887,1878,7,60개월,"85,900","536,000"
5888,1879,4,36개월,"104,900","679,000"
5889,1879,4,48개월,"81,900","707,000"
5890,1879,4,60개월,"68,900","744,000"
5891,1880,4,36개월,"84,900","550,000"
5892,1880,4,48개월,"66,900","578,000"
5893,1880,4,60개월,"55,900","603,000"
5894,1880,5,36개월,"79,500","421,000"
5895,1880,5,48개월,"63,500","448,000"
5896,1880,5,60개월,"54,500","481,000"
5897,1880,6,36개월,"90,500","373,000"
5898,1880,6,48개월,"72,400","398,000"
5899,1880,6,60개월,"62,200","427,000"
5900,1881,7,36개월,"59,900","179,000"
5901,1881,7,48개월,"49,900","186,000"
5902,1881,7,60개월,"42,900","192,000"
5903,1882,3,36개월,"41,900","160,000"
5904,1882,3,48개월,"32,900","167,000"
5905,1882,3,60개월,"27,900","178,000"
5906,1882,5,36개월,"38,500","203,000"
5907,1882,5,48개월,"30,500","215,000"
5908,1882,5,60개월,"26,500","234,000"
5909,1883,5,36개월,"150,500","797,000"
