id,name,model,brand,main_category,sub_category,image_url,detail_url,options
162,LG 나노셀 TV (스탠드 or 벽걸이) 86인치 (86NANO90AK),86NANO90AK_LG케어,LG구독,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/da3b123340b86b4e1050c031acfb381d.png,http://rentalplace.kr/html/dh_prod/prod_view/26894,"{'화면크기': '80인치대', '형태': '스탠드 또는 벽걸이', '타입': 'UHD TV', '월렌탈료': '6만원대', '규격': '(스탠드 포함) 1927 x 1167 x 362 mm\n(스탠드 제외) 1927 x 1104 x 59.9 mm'}"
163,LG 올레드 OLED TV 55인치 (OLED55B4K) (스탠드 or 벽걸이),OLED55B4K_LG케어,LG구독,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/0892d4d78d9afae4fc11ac481eda1bfd.png,http://rentalplace.kr/html/dh_prod/prod_view/27205,"{'화면크기': '50인치대', '형태': '스탠드 또는 벽걸이', '타입': 'OLED TV', '월렌탈료': '3만원대', '규격': '(스탠드 제외) 1228 x 708 x 45.9 mm\n(스탠드 포함) 1228 x 772 x 235 mm'}"
164,LG 올레드 OLED TV 65인치 (OLED65G4K) (스탠드 or 벽걸이),OLED65G4K_LG케어,LG구독,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/257edebd4e1c77f07ce19fb63c8f9144_1.png,http://rentalplace.kr/html/dh_prod/prod_view/27209,"{'화면크기': '60인치대', '형태': '스탠드 또는 벽걸이', '타입': 'OLED TV', '월렌탈료': '7만원대', '규격': '(스탠드 제외) 1441 x 826 x 24.3 mm\n(스탠드 포함) 1441 x 865~910 x 263 mm'}"
165,LG 올레드 OLED TV 77인치 (OLED77B5S) (스탠드 or 벽걸이),OLED77B5S_LG케어,LG구독,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/78bfe6075aa9671d66cb644a613c4057_2.png,http://rentalplace.kr/html/dh_prod/prod_view/26603,"{'화면크기': '70인치대', '형태': '스탠드 또는 벽걸이', '타입': 'OLED TV', '월렌탈료': '9만원이상', '규격': '(스탠드 제외) 1719 x 989 x 50.9 mm\n(스탠드 포함) 1719 x 1057 x 319 mm'}"
166,대우써머스 LED 24인치 (LHDK2402FB) 스탠드형,LHDK2402FB,대우써머스,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/ddd3e9e314c3dc47a5722f0270e6fa2c_2.jpg,http://rentalplace.kr/html/dh_prod/prod_view/14114,"{'화면크기': '20인치대', '형태': '스탠드만', '타입': 'LED TV', '월렌탈료': '1만원미만', '규격': '556 x 329 x 81 mm\n556 x 367 x 168 mm'}"
167,대우써머스 UHD 65인치 (LHDK6501US) 스탠드 or 벽걸이형,LHDK6501US,대우써머스,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/ddd3e9e314c3dc47a5722f0270e6fa2c_1_1.jpg,http://rentalplace.kr/html/dh_prod/prod_view/14113,"{'화면크기': '60인치대', '형태': '스탠드 또는 벽걸이', '타입': 'UHD TV', '월렌탈료': '2만원대', '규격': '1456 x 834 x 76 mm\n1456 x 886 x 285 mm'}"
168,더함 구글 OS QLED VRR 144Hz 65인치+이동형스탠드 화이트 (UA651Q-삼탠바이미),UA651Q-삼탠바이미,더함,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/7b975d43419e9c53c61d02afb9ce6c31.png,http://rentalplace.kr/html/dh_prod/prod_view/23654,"{'화면크기': '60인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '2만원대', '제품정보': '상세페이지 참고'}"
169,더함 스마트 구글 5.0 OS 안드로이드 14 QLED 85인치 120Hz (UA851QLED) (스탠드 or 벽걸이형),UA851QLED,더함,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/ddfab7cc95f26b69ee7b174cf200188d.png,http://rentalplace.kr/html/dh_prod/prod_view/25330,"{'화면크기': '80인치대', '형태': '스탠드 또는 벽걸이', '타입': 'QLED TV', '월렌탈료': '4만원대', '규격': '(스탠드 제외) 1889.6 x 1079.5 x 91.1 mm\n(스탠드 포함) 1889.6 x 1162.4 x 396.9 mm'}"
170,더함 스마트 구글 5.0 OS 안드로이드 14 QLED TV 55인치 120Hz+이동형스탠드 (G554Q-5.0-삼텐바이미),G554Q-5.0-삼텐바이미,더함,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/e59b1123b65cd6b60500120c61d7e0b3.jpg,http://rentalplace.kr/html/dh_prod/prod_view/25323,"{'화면크기': '50인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '2만원대', '제품정보': '상세페이지 참고'}"
171,더함 스마트 구글 5.0 OS 안드로이드 14 QLED TV 65인치 120Hz+이동형스탠드 (G654Q-5.0-삼텐바이미),G654Q-5.0-삼텐바이미,더함,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/cac29b79c627966e53bdc6aab9272f45.jpg,http://rentalplace.kr/html/dh_prod/prod_view/25324,"{'화면크기': '60인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '2만원대', '제품정보': '상세페이지 참고'}"
172,삼성 2024 Crystal UHD TV 85인치 (스탠드형) (KU85UD7030FXKR),KU85UD7030FXKR_ST,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/cbfdf2dc653c9b87f4daf1c2fb38c790_1.png,http://rentalplace.kr/html/dh_prod/prod_view/27086,"{'화면크기': '80인치대', '형태': '스탠드만', '타입': 'UHD TV', '월렌탈료': '6만원대', '규격': '(스탠드 미포함) 1901.2 x 1088.4 x 61.4 mm\n(스탠드 포함) 1901.2 x 1132.3 x 359 mm'}"
173,삼성 QLED 55인치 스탠드형 (KQ55QD68AFXKR_S),KQ55QD68AFXKR_S,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/35f75b1efd3e1e9361a13d5d92c0c137_1_2.png,http://rentalplace.kr/html/dh_prod/prod_view/19905,"{'화면크기': '50인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '3만원대', '규격': '1232.1 x 745.9 x 224 mm'}"
174,삼성 QLED 75인치 스탠드형 (KQ75QD68AFXKR_S),KQ75QD68AFXKR_S,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/88bc6257550b90189335f84f28a63e0a_1_1_1.png,http://rentalplace.kr/html/dh_prod/prod_view/19903,"{'화면크기': '70인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '7만원대', '규격': '1676.7 x 997.3 x 320 mm'}"
175,삼성 QLED 85인치 스탠드형 (KQ85QD68AFXKR_S),KQ85QD68AFXKR_S,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/35f75b1efd3e1e9361a13d5d92c0c137_1_1_1.png,http://rentalplace.kr/html/dh_prod/prod_view/19902,"{'화면크기': '80인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '9만원이상', '규격': '1900.9 x 1123.3 x 345.1 mm'}"
176,삼성 THE Frame QLED 4K TV (KQ65LSD03AFXKR) (스탠드),KQ65LSD03AFXKR_S,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/9df57eb7166b43704fc0a74e1526b6cf_2.png,http://rentalplace.kr/html/dh_prod/prod_view/19915,"{'화면크기': '60인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '7만원대', '규격': '1456.8 x 868.9 x 260.9 mm'}"
177,삼성 The Serif 디자인 UHD TV 55인치 (KQ55LSD01AFXKR),KQ55LSD01AFXKR,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/42f717ee83112c763809b416fa2fc8bc_1_1.png,http://rentalplace.kr/html/dh_prod/prod_view/22078,"{'화면크기': '50인치대', '형태': '스탠드만', '타입': 'UHD TV', '월렌탈료': '5만원대', '규격': '(스탠드 제외) 1254.9 x 748.3 x 221 mm\n(스탠드 포함) 1254.9 x 1237.4 x 482.8 mm'}"
178,삼성 The Serif 디자인 UHD TV 65인치 (KQ65LSD01AFXKR),KQ65LSD01AFXKR,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/34b57d1cda1ed3edac42aa9e9b31ba7f.png,http://rentalplace.kr/html/dh_prod/prod_view/22079,"{'화면크기': '60인치대', '형태': '스탠드만', '타입': 'UHD TV', '월렌탈료': '7만원대', '규격': '(스탠드 제외) 1479.1 x 875.1 x 280 mm\n(스탠드 포함) 1479.1 x 1361.2 x 499 mm'}"
179,삼성 UHD TV (KU55UD7030FXKR) (벽걸이),KU55UD7030FXKR_W,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/676814b5df317e3d7f5473a893b3ca94_1_1_1.png,http://rentalplace.kr/html/dh_prod/prod_view/19356,"{'화면크기': '50인치대', '형태': '벽걸이만', '타입': 'UHD TV', '월렌탈료': '3만원대', '제품정보': '상세페이지 참고'}"
180,삼성 UHD TV 75인치 스탠드형 (KU75UD7050FXKR),KU75UD7050FXKR_S,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/6748c669faca84927a0732cea1143a06_2.png,http://rentalplace.kr/html/dh_prod/prod_view/19994,"{'화면크기': '70인치대', '형태': '스탠드만', '타입': 'UHD TV', '월렌탈료': '5만원대', '규격': '1677.5 x 1006.3 x 325 mm'}"
181,삼성 Crystal UHD 4K Smart TV 85인치 (KU85UD7050FXKR) (스탠드 or 벽걸이),KU85UD7050FXKR,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/cf7093649ef68ff085ac6723496f2f98_1.png,http://rentalplace.kr/html/dh_prod/prod_view/21514,"{'화면크기': '80인치대', '형태': '스탠드 또는 벽걸이', '타입': 'UHD TV', '월렌탈료': '7만원대', '규격': '(스탠드 제외) 1901.2 x 1088.4 x 61.4 mm\n(스탠드 포함) 1901.2 x 1132.3 x 359 mm'}"
182,더함 구글 OS QLED VRR 120Hz 50인치+이동형스탠드 화이트 (UA501Q-삼탠바이미),UA501Q-삼탠바이미,더함,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/18123b8d16cba9101ba22ffca9c5ab43.png,http://rentalplace.kr/html/dh_prod/prod_view/23652,"{'화면크기': '50인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '1만원대', '제품정보': '상세페이지 참고'}"
183,삼성 UHD TV 65인치 스탠드형 (KU65UD7050FXKR),KU65UD7050FXKR_S,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/f5199859ce82bc58a1bd93c3a6ad4f79.png,http://rentalplace.kr/html/dh_prod/prod_view/19993,"{'화면크기': '60인치대', '형태': '스탠드만', '타입': 'UHD TV', '월렌탈료': '3만원대', '규격': '1452.9 x 879.5 x 267.4 mm'}"
184,삼성 더 세로 43인치 TV 이지무빙키트 화이트 (KQ43LSB05BFXKR),KQ43LSB05BFXKR,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/1299e9fa296fd0b3afe44cbab1613368.jpg,http://rentalplace.kr/html/dh_prod/prod_view/10535,"{'화면크기': '40인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '4만원대', '규격': '564.7 x 1200 x 327 mm'}"
185,삼성 UHD TV 55인치 스탠드형 (KU55UD7050FXKR),KU55UD7050FXKR_S,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/fe923f3f12ecf97aad1052d898c98288.png,http://rentalplace.kr/html/dh_prod/prod_view/19992,"{'화면크기': '50인치대', '형태': '스탠드만', '타입': 'UHD TV', '월렌탈료': '2만원대', '규격': '1234.1 x 758 x 237 mm'}"
186,LG OLED 65인치 TV (OLED65B4S) (스탠드 or 벽걸이),OLED65B4S,LG,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/48c2534a19fc9ed48f47a0cba7ccf7f4.jpg,http://rentalplace.kr/html/dh_prod/prod_view/20478,"{'화면크기': '60인치대', '형태': '스탠드 또는 벽걸이', '타입': 'OLED TV', '월렌탈료': '9만원이상', '규격': '(스탠드 제외) 1449 x 832 x 45.9 mm\n(스탠드 포함) 1449 x 896 x 235 mm'}"
187,LG UHD 75인치 (75UR831C0NA) (스탠드 or 벽걸이),75UR831C0NA,LG,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/0b7850a8308ec1b8ebcc154febb36116.png,http://rentalplace.kr/html/dh_prod/prod_view/24865,"{'화면크기': '70인치대', '형태': '스탠드 또는 벽걸이', '타입': 'UHD TV', '월렌탈료': '3만원대', '규격': '(스탠드 제외) 1678 x 964 x 59.9 mm\n(스탠드 포함) 1678 x 1027 x 361 mm'}"
188,LG OLED 55인치 TV (OLED55B4K) (스탠드 or 벽걸이),OLED55B4K,LG,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/40e61fe0b75e687701666e5ec53d23b7.jpg,http://rentalplace.kr/html/dh_prod/prod_view/20475,"{'화면크기': '50인치대', '형태': '스탠드 또는 벽걸이', '타입': 'OLED TV', '월렌탈료': '6만원대', '규격': '(스탠드 제외) 1228 x 708 x 45.9 mm\n(스탠드 포함) 1228 x 772 x 235 mm'}"
189,LG UHD TV 55인치 (55UT931C0NA) (스탠드 or 벽걸이),55UT931C0NA,LG,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/201203d3f6ad635fac4c9b2427895e5f.png,http://rentalplace.kr/html/dh_prod/prod_view/24482,"{'화면크기': '50인치대', '형태': '스탠드 또는 벽걸이', '타입': 'UHD TV', '월렌탈료': '2만원대', '규격': '(스탠드 제외) 1236 x 716 x 29.7 mm\n(스탠드 포함) 1236 x 783 x 257 mm'}"
190,삼성 2024 Crystal UHD TV 75인치 (스탠드 or 벽걸이형) (KU75UD7030FXKR),KU75UD7030FXKR,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/f412fd1e50051ca89700e34d43eea6a1_2.png,http://rentalplace.kr/html/dh_prod/prod_view/19920,"{'화면크기': '70인치대', '형태': '스탠드 또는 벽걸이', '타입': 'UHD TV', '월렌탈료': '4만원대', '규격': '(스탠드 미포함) 1677.5 x 962.4 x 61.1 mm\n(스탠드 포함) 1677.5 x 1006.3 x 325 mm'}"
191,아남 무빙스마트TV 27인치 (ANM27HKG),ANM27HKG,아남,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/d1a5e3caa9842b546f39e2a673ddd10b.png,http://rentalplace.kr/html/dh_prod/prod_view/18004,"{'화면크기': '20인치대', '형태': '스탠드만', '월렌탈료': '1만원대', '규격': '(모니터) 608.8 x 364 x 47.4 mm\n(거치대) 406 x 1134 mm'}"
192,LG 올레드 OLED TV 65인치 (OLED65B5S) (스탠드 or 벽걸이),OLED65B5S_LG케어,LG구독,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/78bfe6075aa9671d66cb644a613c4057_1.png,http://rentalplace.kr/html/dh_prod/prod_view/26602,"{'화면크기': '60인치대', '형태': '스탠드 또는 벽걸이', '타입': 'OLED TV', '월렌탈료': '5만원대', '규격': '(스탠드 제외) 1449 x 832 x 45.9 mm\n(스탠드 포함) 1449 x 896 x 235 mm'}"
193,LG 올레드 OLED TV 77인치 (OLED77B4S) (스탠드 or 벽걸이),OLED77B4S_LG케어,LG구독,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/72b65879c73fb1c4d7d30e0ea30eb281.png,http://rentalplace.kr/html/dh_prod/prod_view/27207,"{'화면크기': '70인치대', '형태': '스탠드 또는 벽걸이', '타입': 'OLED TV', '월렌탈료': '9만원이상', '규격': '(스탠드 제외) 1719 x 989 x 50.9 mm\n(스탠드 포함) 1719 x 1057 x 319 mm'}"
194,삼성 2024 Crystal UHD TV 75인치 (벽걸이형) (KU75UD7030FXKR),KU75UD7030FXKR 벽걸이,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/f412fd1e50051ca89700e34d43eea6a1_2_1.png,http://rentalplace.kr/html/dh_prod/prod_view/23165,"{'화면크기': '70인치대', '형태': '벽걸이만', '타입': 'UHD TV', '월렌탈료': '4만원대', '규격': '(스탠드 미포함) 1677.5 x 962.4 x 61.1 mm\n(스탠드 포함) 1677.5 x 1006.3 x 325 mm'}"
195,삼성 QLED 75인치 벽걸이형 (KQ75QD68AFXKR_W),KQ75QD68AFXKR_W,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/88bc6257550b90189335f84f28a63e0a_1_1.png,http://rentalplace.kr/html/dh_prod/prod_view/19900,"{'화면크기': '70인치대', '형태': '벽걸이만', '타입': 'QLED TV', '월렌탈료': '7만원대', '규격': '1676.7 x 959.8 x 26.6 mm'}"
196,삼성 THE Frame QLED 4K TV (KQ85LSD03AFXKR) (스탠드),KQ85LSD03AFXKR_S,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/9df57eb7166b43704fc0a74e1526b6cf_1_1_1.png,http://rentalplace.kr/html/dh_prod/prod_view/19913,"{'화면크기': '80인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '9만원이상', '규격': '1904.3 x 1122.4 x 347.9 mm'}"
197,삼성 UHD TV 55인치 (LH55BEDHLBFXKR) (스탠드형),LH55BEDHLBFXKR,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/ad0175eaa013d86144cd2d1513fa9a6d_1.jpg,http://rentalplace.kr/html/dh_prod/prod_view/25109,"{'화면크기': '50인치대', '형태': '스탠드만', '타입': 'UHD TV', '월렌탈료': '1만원대', '규격': '1234.1 x 710.8 x 60.3 mm'}"
198,"아남 UHD 스마트 TV 55인치  (벽걸이, 스탠드)",AMG-5500BS,아남,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/8955131af19feb87f81935332a2b7314_1.jpg,http://rentalplace.kr/html/dh_prod/prod_view/7582,"{'화면크기': '50인치대', '형태': '스탠드 또는 벽걸이', '타입': 'UHD TV', '월렌탈료': '1만원대', '규격': '(스탠드 포함) 1229 x 710 x 50 mm\n(스탠드 미포함) 1229 x 768 x 265 mm', '제품정보': '스탠드 또는 벽걸이 타입중 선택\n- 벽걸이 타입 설치비용(설치 환경에 따라 상이) 별도'}"
199,LG IPS UHD TV 75인치 (75UT931C0NA) (스탠드 or 벽걸이),75UT931C0NA,LG,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/149c1693f7f9b021360a03310c2aff96.png,http://rentalplace.kr/html/dh_prod/prod_view/24547,"{'화면크기': '70인치대', '형태': '스탠드 또는 벽걸이', '타입': 'UHD TV', '월렌탈료': '4만원대', '규격': '(스탠드 제외) 1677 x 965 x 30.9 mm\n(스탠드 포함) 1677 x 1032 x 359 mm'}"
200,LG LED FHD 43인치 TV (43LM6350KNA) (스탠드 or 벽걸이),43LM6350KNA,LG,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/57393fbb8dc180c61cd0f7f323ca2345.png,http://rentalplace.kr/html/dh_prod/prod_view/20623,"{'화면크기': '40인치대', '형태': '스탠드 또는 벽걸이', '타입': 'FHD TV', '월렌탈료': '1만원대', '제품정보': '상세페이지 참고'}"
201,LG OLED 77인치 TV (OLED77B4SSW) (스탠드 or 벽걸이),OLED77B4S,LG,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/e959816fce987a3c86e4ebc29b4a921a.jpg,http://rentalplace.kr/html/dh_prod/prod_view/20479,"{'화면크기': '70인치대', '형태': '스탠드 또는 벽걸이', '타입': 'OLED TV', '월렌탈료': '9만원이상', '규격': '(스탠드 포함) 1719 x 1057 x 319 mm\n(스탠드 제외) 1719 x 989 x 50.9 mm'}"
202,LG QLED TV 86인치 (86QNED91TKA) (스탠드 or 벽걸이),86QNED91TKS/W,LG,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/3085af6eba588ab595cd8baaa381ddd2_1.png,http://rentalplace.kr/html/dh_prod/prod_view/23170,"{'화면크기': '80인치대', '형태': '스탠드 또는 벽걸이', '타입': 'QLED TV', '월렌탈료': '9만원이상', '규격': '(스탠드 포함) 1925 x 1174 x 370 mm\n(스탠드 제외) 1925 x 1105 x 46.1 mm'}"
203,LG QNED TV 75인치 (75QNED86AKS) (스탠드 or 벽걸이),75QNED86AK_LG케어,LG구독,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/3ac08101163e75ad5c0e93410a032164.png,http://rentalplace.kr/html/dh_prod/prod_view/27191,"{'화면크기': '70인치대', '형태': '스탠드 또는 벽걸이', '타입': '스탠드 or 벽걸이', '월렌탈료': '6만원대', '규격': '(스탠드 제외) 1677 x 965 x 30.9 mm\n(스탠드 포함) 1677 x 994~1042 x 370 mm'}"
204,LG QNED TV 75인치 (75QNED9MAKW) (벽걸이형),75QNED9MAKW_LG케어,LG구독,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/1b352ef94b605aa24f91d744181fa094.png,http://rentalplace.kr/html/dh_prod/prod_view/27216,"{'화면크기': '70인치대', '형태': '벽걸이만', '타입': 'QLED TV', '월렌탈료': '8만원대', '규격': '1677 x 972 x 51.6 mm'}"
205,LG TV 65인치 IPS UHD 65인치 (65UT931C) (스탠드 or 벽걸이),65UT931C,LG,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/7dd841fa3fb4f06323b38ab002713d01.png,http://rentalplace.kr/html/dh_prod/prod_view/24794,"{'화면크기': '60인치대', '형태': '스탠드 또는 벽걸이', '타입': '스탠드 OR 벽걸이', '월렌탈료': '3만원대', '규격': '(스탠드 포함) 1456 x 904 x 295 mm\n(스탠드 제외) 1456 x 840 x 29.7 mm'}"
206,LG UHD TV 86인치 (86UT931C0NA) (스탠드 or 벽걸이),86UT931C0NA,LG,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/201203d3f6ad635fac4c9b2427895e5f_1.png,http://rentalplace.kr/html/dh_prod/prod_view/24483,"{'화면크기': '80인치대', '형태': '스탠드 또는 벽걸이', '타입': 'UHD TV', '월렌탈료': '7만원대', '규격': '(스탠드 제외) 1927 x 1104 x 59.9 mm\n(스탠드 포함) 1927 x 1164 x 362 mm'}"
207,LG 나노셀 TV (스탠드 or 벽걸이) 86인치 (86NANO90AK),86NANO90AK_LG케어,LG구독,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/da3b123340b86b4e1050c031acfb381d.png,http://rentalplace.kr/html/dh_prod/prod_view/26894,"{'화면크기': '80인치대', '형태': '스탠드 또는 벽걸이', '타입': 'UHD TV', '월렌탈료': '6만원대', '규격': '(스탠드 포함) 1927 x 1167 x 362 mm\n(스탠드 제외) 1927 x 1104 x 59.9 mm'}"
208,LG 올레드 OLED TV 55인치 (OLED55B4K) (스탠드 or 벽걸이),OLED55B4K_LG케어,LG구독,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/0892d4d78d9afae4fc11ac481eda1bfd.png,http://rentalplace.kr/html/dh_prod/prod_view/27205,"{'화면크기': '50인치대', '형태': '스탠드 또는 벽걸이', '타입': 'OLED TV', '월렌탈료': '3만원대', '규격': '(스탠드 제외) 1228 x 708 x 45.9 mm\n(스탠드 포함) 1228 x 772 x 235 mm'}"
209,LG 올레드 OLED TV 65인치 (OLED65G4K) (스탠드 or 벽걸이),OLED65G4K_LG케어,LG구독,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/257edebd4e1c77f07ce19fb63c8f9144_1.png,http://rentalplace.kr/html/dh_prod/prod_view/27209,"{'화면크기': '60인치대', '형태': '스탠드 또는 벽걸이', '타입': 'OLED TV', '월렌탈료': '7만원대', '규격': '(스탠드 제외) 1441 x 826 x 24.3 mm\n(스탠드 포함) 1441 x 865~910 x 263 mm'}"
210,LG 올레드 OLED TV 77인치 (OLED77B5S) (스탠드 or 벽걸이),OLED77B5S_LG케어,LG구독,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/78bfe6075aa9671d66cb644a613c4057_2.png,http://rentalplace.kr/html/dh_prod/prod_view/26603,"{'화면크기': '70인치대', '형태': '스탠드 또는 벽걸이', '타입': 'OLED TV', '월렌탈료': '9만원이상', '규격': '(스탠드 제외) 1719 x 989 x 50.9 mm\n(스탠드 포함) 1719 x 1057 x 319 mm'}"
211,대우써머스 LED 24인치 (LHDK2402FB) 스탠드형,LHDK2402FB,대우써머스,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/ddd3e9e314c3dc47a5722f0270e6fa2c_2.jpg,http://rentalplace.kr/html/dh_prod/prod_view/14114,"{'화면크기': '20인치대', '형태': '스탠드만', '타입': 'LED TV', '월렌탈료': '1만원미만', '규격': '556 x 329 x 81 mm\n556 x 367 x 168 mm'}"
212,대우써머스 UHD 65인치 (LHDK6501US) 스탠드 or 벽걸이형,LHDK6501US,대우써머스,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/ddd3e9e314c3dc47a5722f0270e6fa2c_1_1.jpg,http://rentalplace.kr/html/dh_prod/prod_view/14113,"{'화면크기': '60인치대', '형태': '스탠드 또는 벽걸이', '타입': 'UHD TV', '월렌탈료': '2만원대', '규격': '1456 x 834 x 76 mm\n1456 x 886 x 285 mm'}"
213,더함 구글 OS QLED VRR 144Hz 65인치+이동형스탠드 화이트 (UA651Q-삼탠바이미),UA651Q-삼탠바이미,더함,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/7b975d43419e9c53c61d02afb9ce6c31.png,http://rentalplace.kr/html/dh_prod/prod_view/23654,"{'화면크기': '60인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '2만원대', '제품정보': '상세페이지 참고'}"
214,더함 스마트 구글 5.0 OS 안드로이드 14 QLED 85인치 120Hz (UA851QLED) (스탠드 or 벽걸이형),UA851QLED,더함,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/ddfab7cc95f26b69ee7b174cf200188d.png,http://rentalplace.kr/html/dh_prod/prod_view/25330,"{'화면크기': '80인치대', '형태': '스탠드 또는 벽걸이', '타입': 'QLED TV', '월렌탈료': '4만원대', '규격': '(스탠드 제외) 1889.6 x 1079.5 x 91.1 mm\n(스탠드 포함) 1889.6 x 1162.4 x 396.9 mm'}"
215,더함 스마트 구글 5.0 OS 안드로이드 14 QLED TV 55인치 120Hz+이동형스탠드 (G554Q-5.0-삼텐바이미),G554Q-5.0-삼텐바이미,더함,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/e59b1123b65cd6b60500120c61d7e0b3.jpg,http://rentalplace.kr/html/dh_prod/prod_view/25323,"{'화면크기': '50인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '2만원대', '제품정보': '상세페이지 참고'}"
216,더함 스마트 구글 5.0 OS 안드로이드 14 QLED TV 65인치 120Hz+이동형스탠드 (G654Q-5.0-삼텐바이미),G654Q-5.0-삼텐바이미,더함,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/cac29b79c627966e53bdc6aab9272f45.jpg,http://rentalplace.kr/html/dh_prod/prod_view/25324,"{'화면크기': '60인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '2만원대', '제품정보': '상세페이지 참고'}"
217,삼성 2024 Crystal UHD TV 85인치 (스탠드형) (KU85UD7030FXKR),KU85UD7030FXKR_ST,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/cbfdf2dc653c9b87f4daf1c2fb38c790_1.png,http://rentalplace.kr/html/dh_prod/prod_view/27086,"{'화면크기': '80인치대', '형태': '스탠드만', '타입': 'UHD TV', '월렌탈료': '6만원대', '규격': '(스탠드 미포함) 1901.2 x 1088.4 x 61.4 mm\n(스탠드 포함) 1901.2 x 1132.3 x 359 mm'}"
218,삼성 QLED 55인치 스탠드형 (KQ55QD68AFXKR_S),KQ55QD68AFXKR_S,삼성,TV·IT,TV,https://rentalshop.site/_data/file/goodsImages/35f75b1efd3e1e9361a13d5d92c0c137_1_2.png,http://rentalplace.kr/html/dh_prod/prod_view/19905,"{'화면크기': '50인치대', '형태': '스탠드만', '타입': 'QLED TV', '월렌탈료': '3만원대', '규격': '1232.1 x 745.9 x 224 mm'}"
